cell_x,cell_y,death_time
263.788,1033.79,0
278.709,1006.93,5
220.517,1029.31,10
316.64,1032.29,10
268.265,962.164,10
152.561,1002.42,15
334.779,1000.96,15
260.036,919.848,15
208.501,969.072,15
191.666,1004.39,20
172.566,1034.96,20
320.489,933.814,20
173.487,974.671,20
231.159,942.124,20
362.268,960.672,20
203.154,916.398,20
135.487,1033.99,25
466.715,984.546,25
187.728,944.392,25
138.745,968.33,25
153.261,933.82,25
226.497,892.621,25
274.233,862.193,25
305.784,894.005,25
397.379,933.781,25
318.779,858.733,30
477.992,938.212,30
381.49,857.896,30
406.431,887.47,30
435.633,935.904,30
216.905,840.001,30
207.742,804.024,30
176.91,828.136,30
136.241,780.159,35
188.003,772.194,35
458.869,904.98,35
418.249,848.673,35
520.431,860.701,40
536.844,814.445,40
65.0535,799.708,40
97.675,778.419,40
883.238,666.969,55
775.582,168.362,55
1265.21,65.0989,55
1038.19,93.7568,55
1191.88,235.507,55
503.018,576.815,60
393.954,522.523,60
853.631,690.567,60
845.887,654.749,60
760.661,131.06,60
824.821,153.441,60
1008.93,52.0552,60
938.737,129.329,60
977.518,75.1475,60
1078.36,197.384,60
746.949,540.205,60
1153.09,213.126,60
1218.66,162.964,60
665.166,430.973,60
668.15,592.121,60
1190.59,691.338,65
528.924,548.854,65
571.163,554.819,65
387.282,484.159,65
657.705,486.181,65
927.777,748.793,65
905.343,636.306,65
935.822,664.508,65
911.788,694.701,65
532.368,462.308,65
695.494,535.526,65
881.042,717.867,65
446.47,528.088,65
847.203,614.503,65
706.945,177.315,65
660.505,551.008,65
778.566,89.2805,65
725.221,439.483,65
1278.42,20.6435,65
830.628,89.244,65
869.984,140.708,65
903.227,145.77,65
962.51,39.1757,65
787.519,545.866,65
889.732,65.5625,65
896.8,187.653,65
1026.26,145.981,65
1079.71,135.946,65
1102.7,167.23,65
1092.58,234.519,65
1012.6,290,65
929.269,72.8673,65
1033.72,186.268,65
1127.12,250.701,65
1185.99,184.205,65
1241.12,342.939,65
1282.9,119.123,65
1242.39,97.0488,65
1142.64,145.981,65
1182.11,273.862,65
723.706,510.014,65
1267.98,154.933,65
1181.44,128.075,65
705.331,408.468,70
749.998,466.722,70
695.519,357.056,70
714.278,477.412,70
541.712,512.956,70
566.029,334.66,70
997.906,641.361,70
956.127,611.519,70
1048.97,664.93,70
605.658,420.007,70
968.356,191.189,70
1224.51,671.957,70
977.128,153.006,70
1044.39,267.557,70
608.762,523.706,70
577.903,499.855,70
784.117,468.501,70
847.242,555.521,70
930,190.841,70
1156.63,665.134,70
464.579,493.515,70
837.045,479.89,70
1351.54,16.1671,70
1335.12,56.4541,70
1290.9,246.095,70
667.866,233.404,70
1305.29,171.307,70
1232.17,17.6593,70
705.022,223.835,70
1291.84,208.689,70
738.994,206.01,70
1303.24,283.112,70
1284.39,329.51,70
1148.61,329.51,70
802.44,593.613,70
1347.06,105.694,70
868.87,98.3089,70
1144.89,284.409,70
1005.37,226.555,70
845.63,517.235,70
1078.48,295.192,70
896.443,22.1356,70
1190.61,646.673,75
1382.87,217.602,75
1121.8,648.275,75
814.742,445.624,75
527.289,330.001,75
1083.66,656.437,75
1192.8,607.679,75
1151.82,610.446,75
1069.13,698.387,75
1333.63,238.491,75
1041.18,621.963,75
1375.41,57.9462,75
803.932,407.1,75
733.445,382.271,75
883.227,454.927,75
874.412,492.363,75
672.876,388.91,75
771.081,432.29,75
804.051,500.337,75
599.336,385.24,75
504.523,288.998,80
540.7,293.74,80
1169.87,575.779,80
17.5904,137.028,90
