cell_x,cell_y,death_time
263.788,1033.79,0
278.709,1006.93,5
268.265,962.164,10
220.531,1029.32,15
316.458,1032.61,15
260.036,919.848,15
172.612,1035.05,20
334.962,1000.65,20
209.347,970.14,20
152.268,1002.94,25
191.981,1004.93,25
320.489,933.814,25
173.444,974.539,25
231.597,941.73,25
362.268,960.672,25
203.182,915.621,25
274.233,862.193,25
135.054,1034.84,30
187.425,944.224,30
137.901,968.036,30
152.593,933.376,30
318.834,858.583,30
227.389,891.724,30
305.73,894.153,30
435.711,935.91,30
397.3,933.777,30
466.715,984.546,35
478.031,938.279,35
381.343,857.889,35
406.461,887.507,35
187.91,772.044,35
216.905,840.001,35
418.367,848.644,35
207.852,804.159,35
176.892,828.15,35
136.296,780.162,40
458.831,904.911,40
520.431,860.701,45
536.844,814.445,45
65.0233,799.728,45
97.6504,778.396,45
1083.81,656.406,55
1041.18,621.963,55
1121.81,648.38,55
706.945,177.315,55
1265.21,65.0989,55
868.893,98.2179,55
1303.21,283.007,55
714.921,477.473,55
1069.1,698.334,60
503.018,576.815,60
845.874,654.745,60
1049,664.983,60
956.127,611.519,60
527.36,330,60
935.781,664.559,60
836.957,479.944,60
1351.54,16.1671,60
1335.12,56.4541,60
746.895,540.136,60
749.992,466.698,60
889.678,65.6471,60
1290.94,246.2,60
1333.63,238.491,60
1241.12,342.939,60
1282.9,119.123,60
1182.05,273.878,60
668.15,592.121,60
504.523,288.998,65
660.518,551.002,65
1267.98,154.933,65
571.163,554.819,65
540.697,293.748,65
599.336,385.24,65
565.967,334.653,65
847.203,614.503,65
997.906,641.361,65
845.723,517.252,65
393.959,522.556,65
1169.86,575.86,65
1224.51,671.957,65
804.013,500.08,65
911.83,694.654,65
881.078,717.899,65
883.186,455.1,65
446.47,528.088,65
1192.78,607.712,65
783.552,468.526,65
723.69,509.823,65
775.582,168.362,65
1375.41,57.9462,65
1278.42,20.6435,65
657.705,486.181,65
1347.06,105.694,65
830.659,89.2514,65
869.984,140.708,65
896.443,22.1356,65
1038.19,93.7568,65
1382.87,217.602,65
705.271,408.352,65
1148.61,329.51,65
929.269,72.8673,65
977.123,153.028,65
1127.12,250.702,65
1144.94,284.394,65
1191.88,235.507,65
1284.39,329.51,65
1291.84,208.686,65
1305.29,171.309,65
1242.39,97.0488,65
1153.09,213.126,65
1218.69,162.947,65
1092.58,234.523,70
695.558,535.462,70
1181.44,128.075,70
528.891,548.946,70
725.418,439.725,70
1142.64,145.981,70
673.013,388.993,70
387.276,484.126,70
541.742,512.864,70
771.101,432.344,70
903.188,145.788,70
938.776,129.311,70
977.494,75.2337,70
605.658,420.007,70
1190.59,691.338,70
814.632,445.707,70
1185.96,184.222,70
905.561,636.003,70
608.762,523.706,70
927.777,748.793,70
962.488,39.1226,70
1102.78,167.198,70
1190.61,646.618,70
577.905,499.854,70
968.428,191.167,70
874.364,492.266,70
847.238,555.426,70
883.309,667.051,70
802.44,593.613,70
853.318,690.756,70
464.579,493.515,70
803.932,407.1,70
665.166,430.973,70
1151.85,610.393,70
896.719,187.645,70
1232.17,17.6593,70
1156.48,665.054,70
787.519,545.866,70
738.994,206.01,70
760.661,131.06,70
778.566,89.2805,70
824.821,153.441,70
1008.97,52.0218,70
1078.48,295.192,70
1079.68,135.913,75
1044.44,267.519,75
1012.54,290.037,75
1026.26,145.981,75
667.793,233.423,75
1033.72,186.268,75
1078.3,197.445,75
695.519,357.056,75
532.368,462.308,75
930.016,190.848,75
705.095,223.816,75
1005.37,226.555,75
733.384,382.328,75
17.5904,137.028,100
