cell_x,cell_y,death_time
263.7883788,1033.785509,0
139.9433286,1030.801291,15
154.8644189,1005.435438,15
184.7065997,1005.435438,15
171.2776184,1027.817073,15
220.5172166,1029.309182,15
278.7094692,1006.927547,15
333.9175036,1002.45122,15
317.5043042,1030.801291,15
320.4885222,933.8142037,15
466.715208,984.545911,15
178.7381636,971.1169297,15
193.6592539,939.7826399,15
145.9117647,968.1327116,30
162.3249641,938.2905308,30
227.9777618,941.2747489,30
259.3120516,920.3852224,30
268.2647059,962.1642755,30
362.2675753,960.6721664,30
317.5043042,862.1929699,30
477.1599713,936.7984218,30
17.59038737,137.027977,30
196.643472,959.1800574,45
199.6276901,929.3378766,45
220.5172166,899.4956958,45
274.233142,862.1929699,45
307.0595409,890.5430416,45
387.633429,857.7166428,45
405.5387374,886.0667145,45
435.3809182,935.3063128,45
520.4311334,860.7008608,45
536.8443329,814.4454806,45
65.33787661,799.5243902,60
98.16427547,778.6348637,60
135.4670014,780.1269727,60
398.0781923,933.8142037,60
189.1829268,774.1585366,75
216.0408895,836.8271162,75
459.2546628,906.956241,75
412.9992826,850.2560976,75
1351.535868,16.16714491,75
1335.122669,56.45408895,75
207.0882353,805.4928264,90
671.1341463,232.5229555,90
775.5817791,168.3622669,90
1232.167145,17.65925395,90
1375.409613,57.94619799,90
177.2460545,827.874462,105
706.9447633,222.0781923,105
706.9447633,177.3149211,105
733.802726,208.6492109,105
760.6606887,131.0595409,105
778.5659971,89.2804878,105
824.8213773,153.4411765,105
1006.85868,53.46987088,105
1278.422525,20.64347202,105
1264.993544,65.40674319,105
1347.059541,105.6936872,105
830.7898135,89.2804878,120
872.5688666,92.26470588,120
875.5530846,141.5043042,120
896.4426112,144.4885222,120
938.2216643,129.5674319,120
978.5086083,71.37517934,120
963.5875179,41.53299857,120
896.4426112,22.13558106,120
1038.19297,93.75681492,120
1382.870158,217.6018651,120
885.9978479,71.37517934,135
897.9347202,187.7596844,135
933.7453372,190.7439024,135
1026.256098,145.9806313,135
1081.464132,138.5200861,135
1099.36944,166.8701578,135
1079.972023,195.2202296,135
1102.353659,239.9835007,135
1078.479914,295.1915352,135
1041.177188,269.8256815,135
1015.811334,287.73099,135
1005.366571,226.5545194,135
1148.609039,329.510043,135
1291.851506,248.9361549,135
1333.63056,238.4913917,135
929.26901,72.86728838,150
977.0164993,153.4411765,150
963.5875179,190.7439024,150
1033.716643,186.2675753,150
1121.751076,251.920373,150
1142.640603,277.2862267,150
1191.880201,235.5071736,150
1187.403874,183.2833572,150
1241.119799,342.9390244,150
1284.390961,329.510043,150
1302.29627,280.2704448,150
1291.851506,208.6492109,150
1305.280488,171.3464849,150
1282.898852,119.1226686,150
1242.611908,96.741033,150
1142.640603,145.9806313,165
1153.085366,213.125538,165
1179.943329,274.3020086,165
1217.246055,163.8859397,165
1267.977762,154.9332855,165
1181.435438,128.0753228,180
680.0868006,392.1786227,180
605.4813486,419.0365854,195
665.1657102,430.9734577,195
695.007891,357.8601148,195
706.9447633,407.0997131,195
723.3579627,435.4497848,195
721.8658537,475.7367288,195
724.8500717,516.0236729,195
780.0581062,469.7682927,195
803.9318508,407.0997131,195
806.9160689,490.6578192,195
814.3766141,445.8945481,195
848.695122,507.0710187,195
599.5129125,386.2101865,210
668.1499283,592.1212339,210
665.1657102,548.8500717,210
693.5157819,535.4210904,210
657.705165,486.1814921,210
729.3263989,386.2101865,210
750.2159254,465.2919656,210
742.7553802,535.4210904,210
787.5186514,545.8658537,210
802.4397418,593.6133429,210
847.2030129,614.5028694,210
847.2030129,656.2819225,210
885.9978479,660.7582496,210
847.2030129,553.3263989,210
869.5846485,492.1499283,210
881.5215208,460.8156385,210
830.7898135,487.6736011,210
1121.751076,648.8213773,210
1160.545911,662.2503587,210
1154.577475,605.5502152,210
1191.880201,607.0423242,210
447.3177905,526.4684362,225
463.73099,495.1341463,225
532.3680057,462.3077475,225
575.6391679,501.1025825,225
608.4655667,523.4842181,225
771.1054519,438.4340029,225
862.1241033,690.6004304,225
881.5215208,711.489957,225
908.3794835,696.5688666,225
935.2374462,665.2345768,225
897.9347202,645.8371593,225
956.1269727,611.5186514,225
997.9060258,641.3608321,225
1041.177188,621.9634146,225
1068.035151,696.5688666,225
1185.911765,648.8213773,225
1223.214491,672.695122,225
1168.006456,581.6764706,225
393.6018651,520.5,240
562.2101865,333.9863702,240
541.32066,519.007891,240
530.8758967,542.8816356,240
504.017934,575.7080344,240
927.776901,748.7926829,240
1050.129842,666.7266858,240
1084.44835,656.2819225,240
1191.880201,690.6004304,240
387.633429,486.1814921,255
571.1628407,554.8185079,255
532.3680057,326.525825,255
538.3364419,298.1757532,255
505.510043,289.223099,255
