,Unnamed: 0,TrackID,cell_x,cell_y,death_time
136,136,145,379.6,586.3,190
137,137,146,500.5,585.65,220
138,138,147,150.8,594.1,170
139,139,148,466.05,589.55,220
140,140,150,107.9,589.55,270
141,141,151,625.95,590.2,225
142,142,152,339.3,590.2,235
143,143,153,640.25,590.85,315
144,144,154,662.35,590.2,350
145,145,155,360.1,592.8,200
146,146,156,384.8,564.2,245
147,147,157,648.7,553.15,245
148,148,158,82.55,559.65,235
149,149,159,287.95,558.35,265
150,150,160,466.05,557.7,215
151,151,161,587.6,560.3,235
152,152,162,134.55,561.6,190
153,153,163,628.55,559.0,235
154,154,164,607.75,562.25,215
155,155,165,523.9,561.6,230
156,156,166,490.1,566.8,205
157,157,167,503.1,567.45,205
158,158,168,169.0,563.55,225
159,159,169,302.25,564.2,280
160,160,170,558.35,568.1,235
161,161,171,321.75,566.15,245
162,162,172,95.55,591.5,275
163,163,173,213.85,568.75,170
164,164,174,421.2,566.8,285
165,165,175,664.3,566.8,225
166,166,176,538.85,572.65,245
167,167,177,125.45,575.9,190
168,168,178,278.2,570.7,235
169,169,179,102.7,575.25,255
170,170,180,436.8,573.95,195
171,171,183,358.15,577.2,325
172,172,184,461.5,573.3,185
173,173,185,650.0,573.3,250
174,174,186,193.7,573.95,185
175,175,187,286.65,619.45,295
176,176,188,158.6,612.95,220
177,177,189,517.4,616.2,225
178,178,190,622.7,613.6,235
179,179,191,194.35,613.6,240
180,180,192,403.0,614.25,240
181,181,193,173.55,614.9,210
182,182,195,128.05,617.5,265
183,183,196,497.25,616.2,235
184,184,197,83.85,611.0,265
185,185,198,226.85,614.25,260
186,186,199,247.0,613.6,75
187,187,200,308.1,616.2,270
188,188,201,562.9,620.75,235
189,189,202,144.95,622.05,235
190,190,203,56.55,618.8,265
191,191,204,61.1,621.4,290
192,192,205,538.2,624.0,155
193,193,206,415.35,625.3,215
194,194,207,432.9,621.4,180
195,195,209,611.65,624.0,230
196,196,210,359.45,627.25,270
197,197,211,49.4,628.55,260
198,198,212,74.1,627.25,285
199,199,213,100.75,627.9,220
200,200,214,330.2,627.9,280
201,201,215,477.75,627.25,250
202,202,216,638.95,625.95,250
203,203,217,454.35,625.95,285
204,204,219,600.6,596.7,210
205,205,220,248.3,595.4,370
206,206,221,140.4,602.55,250
207,207,222,509.6,598.65,215
208,208,223,196.3,596.05,240
209,209,224,124.15,601.25,270
210,210,225,576.55,594.1,170
211,211,226,234.65,592.8,240
212,212,227,305.5,597.35,260
213,213,228,404.3,599.3,215
214,214,229,269.75,602.55,355
215,215,230,495.3,601.25,205
216,216,231,558.35,605.15,245
217,217,232,423.8,605.15,215
218,218,233,440.7,606.45,165
219,219,234,510.25,700.05,290
220,220,235,455.65,609.7,210
221,221,236,68.25,609.7,270
222,222,237,378.95,607.1,230
223,223,238,528.45,604.5,235
224,224,239,544.05,609.05,195
225,225,240,323.7,607.1,235
226,226,241,652.6,607.75,235
227,227,242,107.25,607.1,230
228,228,243,637.0,611.0,270
229,229,244,480.35,609.7,225
230,230,245,584.35,611.0,230
231,231,246,343.85,611.0,250
232,232,247,663.0,614.9,220
233,233,249,406.9,847.6,205
234,234,250,390.65,831.35,160
235,235,251,352.3,833.95,190
236,236,252,412.1,828.1,195
237,237,253,586.95,837.85,215
238,238,254,284.7,838.5,210
239,239,255,521.95,837.2,200
240,240,256,543.4,833.3,205
241,241,257,567.45,833.95,235
242,242,258,595.4,830.05,205
243,243,259,449.15,840.45,145
244,244,260,324.35,833.95,170
245,245,261,301.6,837.2,215
246,246,262,366.6,842.4,175
247,247,263,603.2,836.55,175
248,248,264,481.65,846.3,140
249,249,265,578.5,826.15,200
250,250,266,503.75,846.95,170
251,251,267,547.3,846.3,260
252,252,268,427.05,854.1,240
253,253,269,384.8,852.15,170
