cell_x,cell_y,death_time
1432,1043,0
1303,1070,140
1258,1067,150
1792,1061,245
1747,1082,250
1177,791,250
1669,1148,255
1753.35,1181.15,255
1396,893,255
985,1562,255
1249,878,255
1225,728,255
1632.77,703.308,255
946,1457,260
892,1544,260
1716.65,1165.85,260
1552,1247,260
1051,953,260
937,1583,260
1846,1022,260
1366,833,260
1672.23,707.692,260
1852,1109,260
1426,1238,265
1168,698,265
1408,758,265
1006,833,265
982,1496,265
1060,1037,265
1252,689,265
832,1559,270
1045,779,270
1573,1313,270
1072,884,270
853,1436,270
1036,1937,270
1873,986,270
769,1496,270
1132,731,270
1435,728,270
1435,1310,270
1192,665,270
1006,1145,270
961,752,270
1252,632,270
943,1745,270
1195,617,270
1384,464,270
1624,590,270
1501,719,270
1528,1310,275
1420,1379,275
838,1352,275
1564,668,275
991,965,275
1618,473,275
1735,1571,275
992.053,1916.23,275
1018,884,275
1027,1187,275
973.244,1881.23,275
1471,680,275
1555,608,275
904,1769,275
1008.58,1639.48,275
1297,581,275
1033.42,1670.52,275
1048,1601,275
985,1043,275
901,821,275
1093,713,275
1141,602,275
1165,569,275
733,1541,280
978.631,1950,280
901,1046,280
1654,122,280
1075,1757,280
1960,989,280
1261,542,280
874,1823,280
961,866,280
939.072,1901.53,280
1704.04,1644.71,280
1066,1646,280
916,1868,280
997,1286,280
925,902,280
1015,635,280
1168,1661,280
538,1427,280
1648,446,280
586,1391,285
1633,203,285
1423,383,285
1993,596,285
883,710,285
1120,1787,285
1075,1865,285
1717,113,285
1498,404,285
1708.96,1605.29,285
1132,1643,285
1141,1598,285
1675,416,285
1084,542,285
2005.99,353.039,285
1957,896,285
1189,1964,285
931,1958,285
943,1214,285
700,1502,285
899.278,1982.89,285
1180,1712,285
1147,2009,290
1591,347,290
1933,644,290
1666,260,290
1654,317,290
1735,173,290
866.722,1960.11,290
1096,461,290
1123,1919,290
2017,668,290
604,1448,290
649,1547,290
805,707,290
1978,779,290
1243,1673,290
1234,1754,290
1165,1877,290
1801,1517,290
2028.77,385.603,290
1117,1967,290
1303,1835,295
450.589,1646.04,295
1576,278,295
1525,314,295
1264,1931,295
1849,1559,295
1992.24,401.359,295
613,1601,295
1519,224,295
2077,557,295
1717,218,295
1594,140,295
1978,689,295
2074,752,295
2011,731,295
2053,212,300
424.421,1675.95,300
622,1652,300
2248,857,305
2263,797,305
565,1847,305
2113,1391,310
2293,872,310
2146,1448,315
2068,1391,315
2248,164,315
331,1463,315
2191,1403,320
2044,1541,320
298,1484,320
2071,1469,320
