cell_x,cell_y,death_time
1432,1043,0
1045,779,55
1654,122,55
2044,1541,55
331,1463,55
985,1562,55
1704.1,1644.19,55
2146,1448,55
973.147,1881.72,55
1735,173,55
937,1583,55
961,752,55
925,902,55
946,1457,60
1075,1865,60
1669,1148,60
1716.8,1165.92,60
1747,1082,60
1717,113,60
1708.9,1605.82,60
853,1436,60
1552,1247,60
991,965,60
2006.22,353.371,60
1006,833,60
916,1868,60
2113,1391,60
2071,1469,60
898.993,1982.7,60
982,1496,60
1801,1517,60
2068,1391,60
1717,218,60
2191,1403,60
901,821,60
883,710,60
1249,878,60
1225,728,60
1006,1145,60
1666,260,65
838,1352,65
892,1544,65
901,1046,65
1072,884,65
1753.2,1181.08,65
867.007,1960.3,65
1849,1559,65
1846,1022,65
1141,1598,65
1084,542,65
2028.36,385.35,65
1735,1571,65
298,1484,65
991.876,1915.91,65
939.346,1901.37,65
1117,1967,65
1018,884,65
1177,791,65
1792,1061,65
1051,953,65
805,707,65
1873,986,65
1060,1037,65
1633,203,65
1048,1601,65
985,1043,65
961,866,65
1075,1757,65
1093,713,65
1594,140,65
1252,689,65
832,1559,70
1852,1109,70
1147,2009,70
1528,1310,70
1654,317,70
1993,596,70
1120,1787,70
978.631,1950,70
1168,698,70
1132,731,70
1096,461,70
1978,779,70
1027,1187,70
1132,1643,70
1576,278,70
1396,893,70
1036,1937,70
1123,1919,70
1252,632,70
769,1496,70
874,1823,70
997,1286,70
1015,635,70
943,1745,70
931,1958,70
904,1769,70
1008.71,1639.64,70
1261,542,70
1180,1712,75
1297,581,75
1192,665,75
1303,1070,75
1573,1313,75
1633.11,703.346,75
1258,1067,75
1992.42,401.279,75
1675,416,75
1648,446,75
538,1427,75
1165,1877,75
1168,1661,75
1978,689,75
1033.29,1670.36,75
1264,1931,75
1591,347,75
1933,644,75
1519,224,75
1435,1310,75
943,1214,75
1957,896,75
1384,464,75
604,1448,75
700,1502,75
1195,617,75
1141,602,75
1189,1964,75
1234,1754,75
1366,833,75
1066,1646,75
1960,989,75
1303,1835,80
586,1391,80
450.381,1646.28,80
424.629,1675.71,80
649,1547,80
1618,473,80
2011,731,80
1671.89,707.654,80
1420,1379,80
1243,1673,80
1426,1238,80
2074,752,80
733,1541,80
1525,314,80
1408,758,80
1165,569,80
2017,668,80
565,1847,80
1498,404,80
2053,212,85
2077,557,85
613,1601,85
1501,719,85
1564,668,85
1435,728,85
1423,383,85
1624,590,85
1471,680,85
2263,797,90
622,1652,90
1555,608,90
2248,164,90
2248,857,95
2293,872,95
