cell_x,cell_y,death_time
1432,1043,0
1747,1082,50
1303,1070,50
832,1559,55
1708.9,1605.81,55
1426,1238,55
2006.24,353.405,55
2146,1448,55
1258,1067,55
2263,797,55
2077,557,55
1992.43,401.273,60
892,1544,60
1132,1643,60
2028.32,385.322,60
1704.1,1644.18,60
1051,953,60
1435,728,60
2113,1391,60
1264,1931,60
904,1769,60
2068,1391,60
2191,1403,60
2074,752,60
1633,203,60
2293,872,60
1669,1148,65
1654,317,65
1993,596,65
901,1046,65
2017,668,65
1141,1598,65
1552,1247,65
991,965,65
1408,758,65
1618,473,65
2053,212,65
1735,1571,65
1006,833,65
1792,1061,65
916,1868,65
1180,1712,65
2071,1469,65
1008.72,1639.65,65
1168,1661,65
1060,1037,65
1519,224,65
1066,1646,65
1252,632,65
1717,218,65
943,1745,65
961,866,65
1165,569,65
1471,680,65
1978,779,65
874,1823,65
2248,857,65
943,1214,65
424.666,1675.67,70
1036,1937,70
1045,779,70
1528,1310,70
1666,260,70
1435,1310,70
2011,731,70
1249,878,70
1072,884,70
1716.78,1165.91,70
1978,689,70
901,821,70
2248,164,70
1849,1559,70
1852,1109,70
1366,833,70
1591,347,70
1084,542,70
1165,1877,70
1957,896,70
2044,1541,70
985,1562,70
939.29,1901.4,70
1189,1964,70
1234,1754,70
1243,1673,70
1501,719,70
1018,884,70
622,1652,70
1675,416,70
973.164,1881.61,70
1648,446,70
997,1286,70
1735,173,70
1006,1145,70
1252,689,70
925,902,70
1192,665,70
1297,581,70
1801,1517,70
937,1583,70
1933,644,70
1195,617,70
1576,278,70
1033.28,1670.35,70
1048,1601,70
985,1043,70
450.344,1646.32,75
931,1958,75
946,1457,75
1147,2009,75
1123,1919,75
1423,383,75
1573,1313,75
1384,464,75
1564,668,75
899.053,1982.74,75
1525,314,75
838,1352,75
613,1601,75
1594,140,75
1120,1787,75
978.631,1950,75
961,752,75
1753.22,1181.09,75
1177,791,75
1075,1865,75
1141,602,75
1717,113,75
1654,122,75
1261,542,75
649,1547,75
769,1496,75
1168,698,75
1096,461,75
1075,1757,75
1396,893,75
1093,713,75
1420,1379,75
1846,1022,75
982,1496,75
883,710,75
991.915,1915.98,75
1117,1967,75
1225,728,75
1027,1187,75
1303,1835,80
1624,590,80
1633.08,703.343,80
1498,404,80
1015,635,80
1873,986,80
853,1436,80
1555,608,80
1960,989,80
866.947,1960.26,80
538,1427,80
805,707,80
733,1541,80
1671.92,707.657,80
700,1502,80
1132,731,80
604,1448,85
565,1847,85
586,1391,90
331,1463,95
298,1484,100
