Experiment_name,SPI,NI,Treatment,Cell Line + Treatment,Cell Line,Origin,Mode,Density,pvalue,sliding_time_window_size,neighbors_dist_threshold
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath1_sytox_based.csv,0.1665793151642209,0.17569193742478942,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath1_sytox_based.csv,MCF10A,pure_death_1,Necrosis,831,0.0,5,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath2_sytox_based.csv,0.26107193879902296,0.1391035548686244,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath2_sytox_based.csv,MCF10A,pure_death_2,Necrosis,647,0.0,5,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath3_sytox_based.csv,-0.047038327526132406,0.2608695652173913,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath3_sytox_based.csv,MCF10A,pure_death_3,Necrosis,22,0.078,5,33
field13_crop-001_ROI#1_annotation_apop.csv,0.10300479363965856,0.2616033755274262,ApoptosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_apop.csv,MCF10A,field13_colony,Apoptosis,237,0.0,10,33
field13_crop-001_ROI#1_annotation_nec.csv,0.36746666666666666,0.1553398058252427,NecrosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_nec.csv,MCF10A,field13_colony,Necrosis,309,0.0,10,33
Field14-002_ROI#1_annotation_apop.csv,0.2033395654696667,0.24484536082474226,ApoptosisInColonies,MCF10A+field14-002_roi#1_annotation_apop.csv,MCF10A,field14_colony,Apoptosis,387,0.0,10,33
Field14-002_ROI#1_annotation_nec.csv,0.42337725719863345,0.2289156626506024,NecrosisInColonies,MCF10A+field14-002_roi#1_annotation_nec.csv,MCF10A,field14_colony,Necrosis,249,0.0,10,33
7-20-23_10arednuclei_ROI#10_annotation_apop.csv,-1.221105527638191,0.5531914893617021,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_apop.csv,MCF10A,field11_colony,Apoptosis,47,0.757,10,33
7-20-23_10arednuclei_ROI#10_annotation_nec.csv,0.41762220881110446,0.2605633802816901,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_nec.csv,MCF10A,field11_colony,Necrosis,142,0.0,10,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_apop.csv,0.25365639819870084,0.15725806451612903,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_apop.csv,MCF10A,field14_two_colony,Apoptosis,248,0.0,10,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_nec.csv,0.5949587640840981,0.10086455331412104,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_nec.csv,MCF10A,field14_two_colony,Necrosis,348,0.0,10,33
field13_crop-001_ROI#1_annotation_mixed.csv,0.3865655395203483,0.14652014652014653,MixedColony,MCF10A+field13_crop-001_roi#1_annotation_mixed.csv,MCF10A,field13_colony,mixed,546,0.0,10,33
Field14-002_ROI#1_annotation_mixed.csv,0.3749282201083564,0.17214397496087636,MixedColony,MCF10A+field14-002_roi#1_annotation_mixed.csv,MCF10A,field14_colony,mixed,641,0.0,10,33
7-20-23_10arednuclei_ROI#10_annotation_mixed.csv,0.2505353319057816,0.21693121693121692,MixedColony,MCF10A+7-20-23_10arednuclei_roi#10_annotation_mixed.csv,MCF10A,field11_colony,mixed,200,0.0,10,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_mixed.csv,0.6223312128716878,0.11932773109243698,MixedColony,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_mixed.csv,MCF10A,field14_two_colony,mixed,596,0.0,10,33
purecolony3_sytox_based.csv,0.15276168404789497,0.24621212121212122,MixedColony,MCF10A+purecolony3_sytox_based.csv,MCF10A,pure_colony_3,Necrosis,818,0.0,10,33
purecolony_sytox_based.csv,0.20014722722067727,0.15750528541226216,MixedColony,MCF10A+purecolony_sytox_based.csv,MCF10A,pure_colony_1,Necrosis,930,0.0,10,33
purecolony2_sytox_based.csv,0.11648727492203992,0.1648148148148148,MixedColony,MCF10A+purecolony2_sytox_based.csv,MCF10A,pure_colony_2,Necrosis,975,0.0,10,33
mixcolony1.csv,0.4760786156134994,0.22255192878338279,MixedColony,MCF10A+mixcolony1.csv,MCF10A,mix_colony_1,mixed,337,0.0,10,33
mixcolony2_field13.csv,0.5547091098716728,0.15689981096408318,MixedColony,MCF10A+mixcolony2_field13.csv,MCF10A,mix_colony_2,mixed,529,0.0,10,33
mixcolony3.csv,0.09592088998763908,0.4951923076923077,MixedColony,MCF10A+mixcolony3.csv,MCF10A,mix_colony_3,mixed,208,0.001,10,33
20181227_MCF10A_SKT_xy1.csv,0.7692307692307693,0.9757575757575757,MixedColony,MCF10A+TRAIL,MCF10A,skt_1,Apoptosis,165,0.001,10,33
20181227_MCF10A_SKT_xy2.csv,-inf,0.9928571428571429,MixedColony,MCF10A+TRAIL,MCF10A,skt_2,Apoptosis,140,0.288,10,33
20181227_MCF10A_SKT_xy3.csv,-inf,0.9952153110047847,MixedColony,MCF10A+TRAIL,MCF10A,skt_3,Apoptosis,209,0.341,10,33
20181227_MCF10A_SKT_xy4.csv,1.0,0.9894736842105263,MixedColony,MCF10A+TRAIL,MCF10A,skt_4,Apoptosis,190,0.0,10,33
20181227_MCF10A_SKT_xy5.csv,-2.6666666666666665,0.9875,MixedColony,MCF10A+TRAIL,MCF10A,skt_5,Apoptosis,160,0.489,10,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath1_sytox_based.csv,0.16898573553863652,0.18531889290012032,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath1_sytox_based.csv,MCF10A,pure_death_1,Necrosis,831,0.0,10,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath2_sytox_based.csv,0.26151148841930427,0.1545595054095827,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath2_sytox_based.csv,MCF10A,pure_death_2,Necrosis,647,0.0,10,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath3_sytox_based.csv,-0.03754266211604096,0.2608695652173913,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath3_sytox_based.csv,MCF10A,pure_death_3,Necrosis,22,0.085,10,33
field13_crop-001_ROI#1_annotation_apop.csv,0.10290514525726287,0.2742616033755274,ApoptosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_apop.csv,MCF10A,field13_colony,Apoptosis,237,0.0,30,33
field13_crop-001_ROI#1_annotation_nec.csv,0.3659439450026441,0.20388349514563106,NecrosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_nec.csv,MCF10A,field13_colony,Necrosis,309,0.0,30,33
Field14-002_ROI#1_annotation_apop.csv,0.20143188854489166,0.25773195876288657,ApoptosisInColonies,MCF10A+field14-002_roi#1_annotation_apop.csv,MCF10A,field14_colony,Apoptosis,387,0.0,30,33
Field14-002_ROI#1_annotation_nec.csv,0.4233308877476155,0.26506024096385544,NecrosisInColonies,MCF10A+field14-002_roi#1_annotation_nec.csv,MCF10A,field14_colony,Necrosis,249,0.0,30,33
7-20-23_10arednuclei_ROI#10_annotation_apop.csv,-1.2142857142857142,0.5531914893617021,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_apop.csv,MCF10A,field11_colony,Apoptosis,47,0.766,30,33
7-20-23_10arednuclei_ROI#10_annotation_nec.csv,0.42196007259528134,0.29577464788732394,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_nec.csv,MCF10A,field11_colony,Necrosis,142,0.0,30,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_apop.csv,0.25123807223094574,0.16129032258064516,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_apop.csv,MCF10A,field14_two_colony,Apoptosis,248,0.0,30,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_nec.csv,0.5995836224843859,0.15273775216138327,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_nec.csv,MCF10A,field14_two_colony,Necrosis,348,0.0,30,33
field13_crop-001_ROI#1_annotation_mixed.csv,0.3853904282115869,0.17765567765567766,MixedColony,MCF10A+field13_crop-001_roi#1_annotation_mixed.csv,MCF10A,field13_colony,mixed,546,0.0,30,33
Field14-002_ROI#1_annotation_mixed.csv,0.3761715528229737,0.19092331768388107,MixedColony,MCF10A+field14-002_roi#1_annotation_mixed.csv,MCF10A,field14_colony,mixed,641,0.0,30,33
7-20-23_10arednuclei_ROI#10_annotation_mixed.csv,0.2431771894093686,0.24867724867724866,MixedColony,MCF10A+7-20-23_10arednuclei_roi#10_annotation_mixed.csv,MCF10A,field11_colony,mixed,200,0.0,30,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_mixed.csv,0.6235311326734604,0.1495798319327731,MixedColony,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_mixed.csv,MCF10A,field14_two_colony,mixed,596,0.0,30,33
purecolony3_sytox_based.csv,0.15289765721331683,0.2840909090909091,MixedColony,MCF10A+purecolony3_sytox_based.csv,MCF10A,pure_colony_3,Necrosis,818,0.0,30,33
purecolony_sytox_based.csv,0.20638036809815952,0.193446088794926,MixedColony,MCF10A+purecolony_sytox_based.csv,MCF10A,pure_colony_1,Necrosis,930,0.0,30,33
purecolony2_sytox_based.csv,0.10937500000000001,0.2101851851851852,MixedColony,MCF10A+purecolony2_sytox_based.csv,MCF10A,pure_colony_2,Necrosis,975,0.0,30,33
mixcolony1.csv,0.47470449172576834,0.27002967359050445,MixedColony,MCF10A+mixcolony1.csv,MCF10A,mix_colony_1,mixed,337,0.0,30,33
mixcolony2_field13.csv,0.5510508474576271,0.1833648393194707,MixedColony,MCF10A+mixcolony2_field13.csv,MCF10A,mix_colony_2,mixed,529,0.0,30,33
mixcolony3.csv,0.1042899408284023,0.4951923076923077,MixedColony,MCF10A+mixcolony3.csv,MCF10A,mix_colony_3,mixed,208,0.0,30,33
20181227_MCF10A_SKT_xy1.csv,0.75,0.9757575757575757,MixedColony,MCF10A+TRAIL,MCF10A,skt_1,Apoptosis,165,0.0,30,33
20181227_MCF10A_SKT_xy2.csv,-inf,0.9928571428571429,MixedColony,MCF10A+TRAIL,MCF10A,skt_2,Apoptosis,140,0.191,30,33
20181227_MCF10A_SKT_xy3.csv,-inf,0.9952153110047847,MixedColony,MCF10A+TRAIL,MCF10A,skt_3,Apoptosis,209,0.218,30,33
20181227_MCF10A_SKT_xy4.csv,1.0,0.9894736842105263,MixedColony,MCF10A+TRAIL,MCF10A,skt_4,Apoptosis,190,0.0,30,33
20181227_MCF10A_SKT_xy5.csv,-3.0,0.9875,MixedColony,MCF10A+TRAIL,MCF10A,skt_5,Apoptosis,160,0.489,30,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath1_sytox_based.csv,0.17193624248758818,0.22021660649819494,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath1_sytox_based.csv,MCF10A,pure_death_1,Necrosis,831,0.0,30,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath2_sytox_based.csv,0.2578125,0.18238021638330756,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath2_sytox_based.csv,MCF10A,pure_death_2,Necrosis,647,0.0,30,33
3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath3_sytox_based.csv,-0.03125,0.2608695652173913,MixedColony,MCF10A+3-11-23_10ah2bmch_ml+zvad_fullmedia_puredeath3_sytox_based.csv,MCF10A,pure_death_3,Necrosis,22,0.069,30,33
