Experiment_name,SPI,NI,Treatment,Cell Line + Treatment,Cell Line,Origin,Mode,Density,pvalue,sliding_time_window_size,neighbors_dist_threshold
field13_crop-001_ROI#1_annotation_nec.csv,0.34375,0.2297734627831715,NecrosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_nec.csv,MCF10A,field13_colony,Necrosis,309,0.0,60,33
Field14-002_ROI#1_annotation_apop.csv,0.1991459627329192,0.268733850129199,ApoptosisInColonies,MCF10A+field14-002_roi#1_annotation_apop.csv,MCF10A,field14_colony,Apoptosis,387,0.0,60,33
Field14-002_ROI#1_annotation_nec.csv,0.4205202312138728,0.285140562248996,NecrosisInColonies,MCF10A+field14-002_roi#1_annotation_nec.csv,MCF10A,field14_colony,Necrosis,249,0.0,60,33
7-20-23_10arednuclei_ROI#10_annotation_apop.csv,-1.1865671641791045,0.574468085106383,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_apop.csv,MCF10A,field11_colony,Apoptosis,47,0.754,60,33
7-20-23_10arednuclei_ROI#10_annotation_nec.csv,0.40693430656934304,0.30985915492957744,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_nec.csv,MCF10A,field11_colony,Necrosis,142,0.0,60,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_apop.csv,0.24922489864059147,0.1814516129032258,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_apop.csv,MCF10A,field14_two_colony,Apoptosis,248,0.0,60,33
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_nec.csv,0.5995717344753747,0.2132564841498559,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_nec.csv,MCF10A,field14_two_colony,Necrosis,348,0.0,60,33
field13_crop-001_ROI#1_annotation_apop.csv,0.09714889123548047,0.29957805907172996,ApoptosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_apop.csv,MCF10A,field13_colony,Apoptosis,237,0.0,90,33
field13_crop-001_ROI#1_annotation_nec.csv,0.3387096774193548,0.26537216828478966,NecrosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_nec.csv,MCF10A,field13_colony,Necrosis,309,0.0,90,33
Field14-002_ROI#1_annotation_apop.csv,0.19686411149825786,0.2868217054263566,ApoptosisInColonies,MCF10A+field14-002_roi#1_annotation_apop.csv,MCF10A,field14_colony,Apoptosis,387,0.0,90,33
Field14-002_ROI#1_annotation_nec.csv,0.40552016985138006,0.321285140562249,NecrosisInColonies,MCF10A+field14-002_roi#1_annotation_nec.csv,MCF10A,field14_colony,Necrosis,249,0.0,90,33
7-20-23_10arednuclei_ROI#10_annotation_apop.csv,-1.164835164835165,0.5531914893617021,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_apop.csv,MCF10A,field11_colony,Apoptosis,47,0.733,90,33
7-20-23_10arednuclei_ROI#10_annotation_nec.csv,0.39775910364145656,0.33098591549295775,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_nec.csv,MCF10A,field11_colony,Necrosis,142,0.0,90,33
