File Name,Origin,Mode,Observed,Expected,Percentile_95,Segregation Index
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_mixed.csv,field14_two_colony,apoptosis,0.9302195340501791,0.41680672268907565,0.44100038402457753,2.231776704676841
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_mixed.csv,field14_two_colony,necrosis,0.9508885686839577,0.5831932773109244,0.600101150450574,1.6304861624407918
Field14-002_ROI#1_annotation_mixed.csv,field14_colony,apoptosis,0.792894802584725,0.6056338028169014,0.6206713452352987,1.3091983949654762
Field14-002_ROI#1_annotation_mixed.csv,field14_colony,necrosis,0.6813428316440363,0.38967136150234744,0.4128347082413347,1.7485063028937315
7-20-23_10arednuclei_ROI#10_annotation_mixed.csv,field11_colony,apoptosis,0.3807497467071936,0.24867724867724866,0.3015108915906788,1.531100045269353
7-20-23_10arednuclei_ROI#10_annotation_mixed.csv,field11_colony,necrosis,0.7983428347864967,0.7513227513227513,0.7717505030181085,1.0625830688355484
field13_crop-001_ROI#1_annotation_mixed.csv,field13_colony,apoptosis,0.7556777844752527,0.4340659340659341,0.45742230928939787,1.740928566765772
field13_crop-001_ROI#1_annotation_mixed.csv,field13_colony,necrosis,0.8038025889967637,0.5659340659340659,0.5845739584938613,1.4203113708486506
