Experiment_name,SPI,NI,Treatment,Cell Line + Treatment,Cell Line,Origin,Mode,Density,pvalue,sliding_time_window_size,neighbors_dist_threshold
field13_crop-001_ROI#1_annotation_apop.csv,0.08542141230068338,0.23628691983122363,ApoptosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_apop.csv,MCF10A,field13_colony,Apoptosis,237,0.0,120,50
field13_crop-001_ROI#1_annotation_nec.csv,0.3397212543554007,0.255663430420712,NecrosisInColonies,MCF10A+field13_crop-001_roi#1_annotation_nec.csv,MCF10A,field13_colony,Necrosis,309,0.0,120,50
Field14-002_ROI#1_annotation_apop.csv,0.17126436781609192,0.22422680412371135,ApoptosisInColonies,MCF10A+field14-002_roi#1_annotation_apop.csv,MCF10A,field14_colony,Apoptosis,387,0.0,120,50
Field14-002_ROI#1_annotation_nec.csv,0.32563025210084034,0.26506024096385544,NecrosisInColonies,MCF10A+field14-002_roi#1_annotation_nec.csv,MCF10A,field14_colony,Necrosis,249,0.0,120,50
7-20-23_10arednuclei_ROI#10_annotation_apop.csv,-0.522875816993464,0.3404255319148936,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_apop.csv,MCF10A,field11_colony,Apoptosis,47,0.514,120,50
7-20-23_10arednuclei_ROI#10_annotation_nec.csv,0.34292035398230086,0.2535211267605634,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#10_annotation_nec.csv,MCF10A,field11_colony,Necrosis,142,0.0,120,50
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_apop.csv,0.24848484848484842,0.1774193548387097,ApoptosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_apop.csv,MCF10A,field14_two_colony,Apoptosis,248,0.0,120,50
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_nec.csv,0.5477453580901857,0.2334293948126801,NecrosisInColonies,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_nec.csv,MCF10A,field14_two_colony,Necrosis,348,0.0,120,50
field13_crop-001_ROI#1_annotation_mixed.csv,0.3641141141141141,0.20512820512820512,MixedColony,MCF10A+field13_crop-001_roi#1_annotation_mixed.csv,MCF10A,field13_colony,mixed,546,0.0,120,50
Field14-002_ROI#1_annotation_mixed.csv,0.35412423625254585,0.19718309859154928,MixedColony,MCF10A+field14-002_roi#1_annotation_mixed.csv,MCF10A,field14_colony,mixed,641,0.0,120,50
7-20-23_10arednuclei_ROI#13_or14_both_colonies_annotation_mixed.csv,0.6171949136458531,0.20504201680672268,MixedColony,MCF10A+7-20-23_10arednuclei_roi#13_or14_both_colonies_annotation_mixed.csv,MCF10A,field14_two_colony,mixed,596,0.0,120,50
purecolony3.csv,,,MixedColony,MCF10A+purecolony3.csv,MCF10A,pure_colony_3,Necrosis,818,,120,50
purecolony1.csv,,,MixedColony,MCF10A+purecolony1.csv,MCF10A,pure_colony_1,Necrosis,930,,120,50
