cell_x,cell_y,death_time
263.788,1033.79,0
278.709,1006.93,5
334.782,1000.96,10
268.265,962.164,10
316.642,1032.29,15
208.501,969.072,15
220.581,1029.36,20
152.252,1002.85,25
320.489,933.814,25
230.797,942.52,25
260.463,919.519,25
362.268,960.672,25
192.777,1004.9,30
172.592,1035.76,30
173.18,975.309,30
318.834,858.583,30
203.071,915.011,30
397.3,933.777,30
134.729,1034.82,35
188.083,944.844,35
137.536,968.077,35
152.712,933.248,35
228.085,891.052,35
274.233,862.193,35
305.73,894.152,35
381.343,857.889,35
435.68,935.952,35
466.715,984.546,40
406.461,887.506,40
216.905,840.001,40
207.938,804.259,40
176.875,828.162,40
478.088,938.379,45
187.84,771.932,45
458.805,904.769,45
418.366,848.644,45
520.431,860.701,50
136.389,780.166,50
536.844,814.445,55
64.9682,799.764,55
97.6126,778.356,55
393.973,522.632,80
387.263,484.049,85
446.426,528.172,85
502.703,577.154,90
529.061,549.023,95
571.163,554.819,95
464.623,493.431,95
608.892,523.807,100
541.542,512.571,100
532.368,462.308,100
660.055,551.206,100
695.471,535.755,105
578.12,499.631,105
668.15,592.121,105
657.705,486.181,110
747.395,540.79,110
599.336,385.24,110
605.658,420.007,110
724.143,510.007,110
566.195,334.68,115
527.108,330.001,115
787.519,545.866,115
749.98,468.054,115
671.797,388.433,115
712.899,476.804,115
665.166,430.973,115
504.523,288.998,120
725.213,439.698,120
540.708,293.719,120
704.73,407.616,120
695.601,356.944,120
785.174,468.434,120
880.859,718.391,120
847.269,556.064,120
733.875,381.882,120
845.797,654.719,125
847.203,614.503,125
804.515,501.615,125
845.01,517.195,125
770.951,431.948,125
837.261,479.751,125
802.44,593.613,125
905.974,635.422,130
803.926,407.079,130
17.5904,137.028,130
852.597,690.986,130
874.877,492.425,130
883.472,667.211,130
883.356,454.361,130
815.608,444.987,130
667.271,233.556,130
927.777,748.793,135
997.906,641.361,135
956.127,611.519,135
936.158,664.084,135
911.893,694.854,135
705.046,223.984,135
739.564,205.71,135
1041.18,621.963,140
1048.86,664.749,140
775.582,168.362,140
706.945,177.315,140
1083.34,656.508,145
1069.24,698.567,145
760.661,131.06,145
824.821,153.441,145
930.004,190.908,150
896.022,187.577,150
1169.86,575.464,150
1156.65,665.609,150
1121.65,647.971,150
778.566,89.2805,150
903.027,145.863,155
1044.63,267.385,155
869.984,140.708,155
1224.71,671.838,155
1192.92,607.483,155
1190.38,691.457,155
1005.37,226.555,155
830.453,89.2015,155
889.919,65.268,155
938.937,129.237,160
1078.48,295.192,160
1091.81,234.339,160
1033.72,186.268,160
969.079,191.433,160
977.179,152.771,160
1191.04,646.768,160
929.269,72.8673,160
896.443,22.1356,160
1151.73,610.619,160
868.859,98.6462,160
1012.35,290.171,160
1127.54,250.236,165
1026.26,145.981,165
977.405,75.5623,165
962.405,38.9218,165
1078,197.515,165
1144.88,285.395,165
1148.61,329.51,165
1038.19,93.7568,170
1182.55,273.73,170
1009.14,51.894,170
1079.48,135.633,170
1103.21,167.202,170
1185.73,184.372,175
1153.09,213.126,175
1241.12,342.939,175
1142.64,145.981,175
1191.88,235.507,175
1181.44,128.075,175
1218.92,162.798,180
1303.33,283.379,180
1284.39,329.51,180
1291.82,208.723,180
1242.28,97.2092,180
1267.98,154.933,185
1265.33,64.9386,185
1232.17,17.6593,185
1290.82,245.828,185
1333.63,238.491,185
1282.9,119.123,185
1382.87,217.602,190
1305.31,171.273,190
1347.06,105.694,190
1278.42,20.6435,190
1335.12,56.4541,190
1375.41,57.9462,195
1351.54,16.1671,195
