cell_x,cell_y,death_time
263.788,1033.79,0
278.709,1006.93,5
268.265,962.164,25
335.244,1000.16,30
316.178,1033.09,30
220.917,1029.66,35
362.268,960.672,35
210.267,971.902,35
320.489,933.814,40
261.213,918.95,40
397.173,933.769,40
151.408,1003.76,45
231.242,941.708,45
318.936,858.306,45
274.233,862.193,45
305.628,894.43,45
381.134,857.877,45
435.755,936.029,45
193.672,1005.56,50
172.452,1036.73,50
466.715,984.546,50
172.53,975.733,50
203.217,912.946,50
230.15,889.14,50
406.506,887.559,50
133.752,1036.09,55
187.463,944.023,55
135.998,967.92,55
151.278,932.441,55
478.127,938.447,55
216.905,840.001,55
458.818,904.631,55
418.531,848.603,55
208.118,804.444,55
520.431,860.701,60
536.844,814.445,60
187.704,771.712,60
176.832,828.195,60
136.498,780.171,65
64.8976,799.811,70
97.5739,778.304,70
393.976,522.653,85
387.259,484.029,90
446.417,528.188,90
502.664,577.196,95
571.163,554.819,100
464.632,493.415,100
541.537,512.469,105
532.368,462.308,105
529.061,549.097,105
608.926,523.834,110
578.13,499.588,110
668.15,592.121,110
660,551.23,115
599.336,385.24,115
657.705,486.181,115
695.443,535.806,115
605.658,420.007,115
747.461,540.878,120
566.206,334.682,120
527.095,330,120
665.166,430.973,120
724.234,510.02,120
504.523,288.998,125
540.708,293.718,125
695.61,356.931,125
712.671,476.709,125
787.519,545.866,125
845.797,654.719,125
749.997,468.232,125
671.629,388.353,125
704.682,407.528,130
733.934,381.83,130
785.297,468.433,130
847.203,614.503,130
770.938,431.916,130
725.213,439.69,130
880.831,718.441,130
802.44,593.613,130
852.555,690.989,135
927.777,748.793,135
844.94,517.157,135
815.746,444.888,135
804.578,501.769,135
847.274,556.155,135
883.476,667.217,135
803.924,407.073,135
837.28,479.739,135
667.242,233.564,135
905.993,635.395,140
936.175,664.062,140
911.924,694.844,140
874.928,492.434,140
883.369,454.299,140
705.05,223.99,140
739.589,205.697,140
997.906,641.361,145
956.127,611.519,145
17.5904,137.028,145
775.582,168.362,145
706.945,177.315,145
1041.18,621.963,150
1083.32,656.511,150
1048.85,664.736,150
760.661,131.06,150
824.821,153.441,150
1069.25,698.58,155
1121.65,647.959,155
896,187.575,155
778.566,89.2805,155
830.453,89.2015,155
869.984,140.708,155
889.924,65.2607,160
1169.85,575.44,160
1156.64,665.636,160
1044.64,267.381,160
1192.93,607.482,160
1151.72,610.63,160
930,190.91,160
903.022,145.865,160
896.443,22.1356,160
868.854,98.6535,160
1190.37,691.464,165
1005.37,226.555,165
1012.35,290.175,165
1191.07,646.765,165
938.942,129.234,165
969.103,191.441,165
977.181,152.763,165
929.269,72.8673,165
962.405,38.9218,165
1078.48,295.192,170
1033.72,186.268,170
1026.26,145.981,170
1038.19,93.7568,170
1224.72,671.832,170
1077.98,197.497,170
977.4,75.5653,170
1091.77,234.346,170
1142.64,145.981,175
1103.23,167.201,175
1079.47,135.627,175
1148.61,329.51,175
1144.87,285.436,175
1127.56,250.22,175
1009.15,51.8909,175
1185.73,184.374,180
1241.12,342.939,180
1153.09,213.126,180
1191.88,235.507,180
1181.44,128.075,180
1182.57,273.725,180
1242.28,97.2122,185
1290.81,245.823,185
1284.39,329.51,185
1232.17,17.6593,185
1218.92,162.795,185
1278.42,20.6435,190
1303.33,283.384,190
1267.98,154.933,190
1282.9,119.123,190
1333.63,238.491,190
1265.33,64.9356,190
1291.82,208.725,190
1382.87,217.602,195
1335.12,56.4541,195
1347.06,105.694,195
1305.31,171.271,195
1351.54,16.1671,195
1375.41,57.9462,200
