cell_x,cell_y,death_time
263.788,1033.79,0
278.709,1006.93,5
334.964,1000.64,15
316.46,1032.61,20
268.265,962.164,20
220.666,1029.44,25
362.268,960.672,25
260.842,919.232,30
210.102,971.489,30
151.8,1003.37,35
320.489,933.814,35
203.191,914.369,35
193.3,1005.25,40
172.534,1036.32,40
172.722,975.409,40
231.417,941.672,40
274.233,862.193,40
397.173,933.769,40
134.179,1035.51,45
187.853,943.399,45
136.524,967.958,45
151.686,932.729,45
318.936,858.306,45
228.739,890.426,45
305.628,894.43,45
381.134,857.877,45
435.755,936.029,45
466.715,984.546,50
406.506,887.559,50
216.905,840.001,50
458.837,904.663,50
208.068,804.396,50
176.845,828.185,50
478.108,938.414,55
136.429,780.168,55
187.74,771.771,55
418.531,848.603,55
520.431,860.701,60
64.9432,799.781,60
536.844,814.445,65
97.5976,778.338,65
502.746,577.108,85
393.976,522.653,85
571.163,554.819,90
446.417,528.188,90
529.021,549.062,95
387.259,484.029,95
541.541,512.577,100
464.632,493.415,100
608.909,523.821,105
532.368,462.308,105
695.481,535.772,110
578.102,499.618,110
668.15,592.121,115
599.336,385.24,115
660,551.23,115
657.705,486.181,115
605.658,420.007,115
566.206,334.682,120
527.095,330,120
665.166,430.973,120
724.177,510.02,120
704.775,407.605,125
712.685,476.746,125
747.461,540.878,125
671.629,388.353,125
504.523,288.998,130
845.794,654.718,130
695.61,356.931,130
725.074,439.508,130
749.998,468.325,130
733.906,381.855,130
787.519,545.866,130
847.203,614.503,135
540.708,293.718,135
802.44,593.613,135
785.29,468.433,135
880.818,718.465,135
770.932,431.901,135
847.274,556.155,135
844.912,517.181,140
927.777,748.793,140
852.523,691,140
815.806,444.848,140
883.481,667.222,140
804.605,501.835,140
803.922,407.068,140
837.287,479.733,140
667.214,233.571,140
906.012,635.369,145
936.189,664.044,145
911.933,694.849,145
883.375,454.271,145
874.95,492.438,145
705.054,223.996,145
739.613,205.684,145
997.906,641.361,150
956.127,611.519,150
1048.85,664.736,150
706.945,177.315,150
1041.18,621.963,155
775.582,168.362,155
1083.29,656.518,160
1069.25,698.58,160
1121.66,647.943,160
760.661,131.06,160
824.821,153.441,160
895.937,187.569,165
778.566,89.2805,165
1190.36,691.466,170
1151.72,610.639,170
930,190.915,170
830.435,89.1973,170
869.984,140.708,170
938.956,129.228,175
1169.84,575.412,175
868.859,98.6774,175
1191.11,646.783,175
1156.62,665.667,175
977.184,152.748,175
889.936,65.2411,175
1192.94,607.461,175
903.008,145.871,175
1224.73,671.829,180
1005.37,226.555,180
977.399,75.5842,180
1044.66,267.367,180
969.163,191.456,180
896.443,22.1356,180
929.269,72.8673,180
1009.16,51.8854,185
1026.26,145.981,185
1012.33,290.19,185
1091.73,234.358,185
1033.72,186.268,185
1078.48,295.192,185
962.4,38.9085,185
1079.46,135.61,190
1148.61,329.51,190
17.5904,137.028,190
1144.87,285.49,190
1077.95,197.489,190
1038.19,93.7568,190
1103.26,167.189,195
1142.64,145.981,195
1127.59,250.198,195
1181.44,128.075,200
1182.59,273.718,200
1185.71,184.385,200
1153.09,213.126,200
1241.12,342.939,200
1218.94,162.785,205
1232.17,17.6593,205
1191.88,235.507,205
1284.39,329.51,205
1242.27,97.2227,205
1278.42,20.6435,210
1267.98,154.933,210
1282.9,119.123,210
1265.34,64.9251,210
1291.82,208.729,210
1303.34,283.406,210
1290.81,245.801,210
1335.12,56.4541,215
1347.06,105.694,215
1333.63,238.491,215
1305.31,171.266,215
1382.87,217.602,220
1351.54,16.1671,220
1375.41,57.9462,220
