cell_x,cell_y,death_time
263.788,1033.79,0
278.709,1006.93,5
220.517,1029.31,10
268.265,962.164,15
209.324,970.172,20
335.176,1000.28,25
316.245,1032.98,25
260.569,919.439,25
152.029,1003.12,30
172.616,1035.82,30
320.489,933.814,30
362.268,960.672,30
193.024,1005.29,35
172.911,975.482,35
397.232,933.773,35
134.548,1035.18,40
136.985,968.007,40
231.148,942.167,40
318.909,858.379,40
203.037,914.04,40
274.233,862.193,40
381.227,857.883,40
435.72,935.993,40
187.485,945.46,45
151.935,932.881,45
478.087,938.377,45
229.223,889.979,45
305.655,894.356,45
406.486,887.536,45
466.715,984.546,50
216.905,840.001,50
458.834,904.733,50
418.458,848.621,50
208.068,804.396,50
176.845,828.185,50
520.431,860.701,55
136.429,780.168,55
187.74,771.771,55
536.844,814.445,60
64.9432,799.781,60
97.5978,778.338,60
393.976,522.653,85
387.259,484.029,95
446.409,528.203,95
571.163,554.819,100
502.593,577.272,105
464.639,493.4,105
529.111,549.082,110
541.517,512.423,110
532.368,462.308,115
608.943,523.847,115
660,551.23,115
695.408,535.837,120
668.15,592.121,120
578.155,499.56,120
747.494,540.922,125
527.083,330.001,125
599.336,385.24,125
657.705,486.181,125
605.658,420.007,125
566.217,334.683,130
724.262,510.001,130
712.575,476.683,130
665.166,430.973,130
504.523,288.998,135
787.519,545.866,135
749.993,468.411,135
671.478,388.28,135
695.618,356.921,135
725.213,439.709,140
540.709,293.716,140
733.987,381.784,140
785.356,468.433,140
845.789,654.717,140
704.642,407.455,140
880.794,718.506,145
847.203,614.503,145
770.927,431.888,145
844.881,517.153,145
837.295,479.728,145
667.188,233.577,145
927.777,748.793,150
804.633,501.9,150
803.919,407.058,150
852.467,691.02,150
815.87,444.811,150
847.278,556.205,150
883.491,667.233,150
802.44,593.613,150
911.951,694.858,155
906.044,635.323,155
936.214,664.012,155
874.967,492.465,155
883.386,454.222,155
705.038,224.011,155
739.655,205.662,155
1048.84,664.724,160
997.906,641.361,160
956.127,611.519,160
706.945,177.315,160
1041.18,621.963,165
17.5904,137.028,165
775.582,168.362,165
760.661,131.06,165
824.821,153.441,165
1083.26,656.524,170
1069.25,698.592,170
895.917,187.567,170
778.566,89.2805,170
1121.64,647.913,175
930,190.917,175
830.43,89.196,175
869.984,140.708,175
1190.36,691.472,180
938.96,129.226,180
889.94,65.2353,180
1012.33,290.19,180
868.861,98.6845,180
903.004,145.873,180
896.443,22.1356,180
977.397,75.5907,185
969.181,191.47,185
977.186,152.735,185
1044.66,267.367,185
929.269,72.8673,185
1169.84,575.389,185
1192.95,607.449,185
1156.64,665.706,185
1224.74,671.824,190
1033.72,186.268,190
962.398,38.9045,190
1148.61,329.51,190
1191.14,646.792,190
1038.19,93.7568,190
1009.16,51.8829,190
1026.26,145.981,190
1005.37,226.555,190
1151.71,610.65,190
1078.48,295.192,190
1144.87,285.507,195
1091.71,234.366,195
1079.45,135.605,195
1077.93,197.473,195
1127.62,250.198,200
1142.64,145.981,200
1103.27,167.188,200
1182.6,273.715,205
1241.12,342.939,205
1153.09,213.126,205
1191.88,235.507,205
1185.71,184.387,205
1181.44,128.075,205
1218.94,162.783,210
1242.27,97.2251,210
1284.39,329.51,210
1267.98,154.933,215
1232.17,17.6593,215
1303.34,283.409,215
1265.34,64.9227,215
1282.9,119.123,215
1290.81,245.797,215
1291.82,208.73,215
1333.63,238.491,220
1335.12,56.4541,220
1347.06,105.694,220
1305.31,171.265,220
1278.42,20.6435,220
1382.87,217.602,220
1375.41,57.9462,225
1351.54,16.1671,230
